15,Low Confidence,"Neutral, because since 1st yr we have thought about that languange and until now we study it"
15,Low Confidence,No so confident because i find it hard when it comes in sorting mostly in insertion
15,High Confidence,"Limited teaching of some profs though, i know that we need to self study but i prefer to teach me personally step by step so that i would know anything about it. "
15,High Confidence,Maybe if i not study hard enough
15,High Confidence,"Set camp or activities where student will focus in programming, learn and enhance their skills"
16,Low Confidence,I'm not very confident in my Python programming skills yet because I'm still learning and getting used to the concepts. But I'm doing my best to improve and understand more as I study.
16,Low Confidence,I'm not very confident in my Java programming skills yet because I'm still learning and getting used to the concepts. But I'm doing my best to improve and understand more as I study.
16,Low Confidence,I'm not very confident in my C programming skills yet because I'm still learning and getting used to the concepts. But I'm doing my best to improve and understand more as I study.
16,Low Confidence,"One challenge I face is that I take longer to understand new concepts, which makes me feel behind compared to others. Sometimes I get frustrated when I can’t solve problems quickly, but I try to stay patient and keep practicing."
16,High Confidence,"I believe that as my confidence in programming grows, I’ll be more prepared to take on technical roles and projects in my future career. Being confident will help me learn faster, solve problems more effectively, and show employers that I’m capable and motivated."
16,High Confidence,"To boost my confidence and learning in programming, I would suggest practicing more through small projects and exercises. Also, getting support from mentors or joining study groups could help me understand concepts better and stay motivated."
17,Low Confidence,Neutral
17,Low Confidence,Neutral
17,Low Confidence,Neutral
17,Low Confidence,The challenges I have faced that affect my confidence in learning these programming languages is sometimes having a hard time to understand the lessons.
17,Low Confidence,I'm not sure but I guess at some point such confidence can still give me the right opportunities.
17,Low Confidence,Maybe study a little harder and try to understand the lessons more or  not be afraid to try and discover new things to learn.
18,Low Confidence,None
18,Low Confidence,Only the basics 
18,Low Confidence,Only the basics
18,Low Confidence,Remembering 
18,High Confidence,A lot of ways but confidence without skills is empty confidence 
18,High Confidence,Something that is fun to do or implement 
19,Low Confidence,"Slightly not confident, I still need some script to perform better"
19,Low Confidence,I don't have confident when it come to java programming 
19,Low Confidence,Average confident not that good and bad just average level
19,High Confidence,"Making AI and gathering dataset, that lead me to what limit I am capable of."
19,High Confidence,"I think python programming can impact the way my future will be, because I think AI can impact the way our career will be."
19,High Confidence,Have a better time management of all event activity and classes so that it will impact the way I or student saw value of time will they spend in school 
20,Low Confidence,Not confident
20,Low Confidence,Not that confident
20,Low Confidence,Intermediate 
20,Low Confidence,Getting the codes rumbled in my mind or forgetting the codes entirely
20,Low Confidence,Big ways such as it might give me reason to give up pursuing this career
20,High Confidence,Maybe improving my programming skills will help me boost my confidence
21,High Confidence,I'm so confident in using phyton since this language is most popular language so there's so many resources where I learned it.
21,High Confidence,I'm confident in using java since this language is the first language I master. It's also beginners friendly.
21,Low Confidence,I'm not that confident in using C because we don't dive deep into it
21,Low Confidence,When I mix the syntax because java and phyton have so different syntaxes. For example in java it uses curly braces and in phyton uses colon
21,Low Confidence,When I don't have confident in those language it's so hard to land a job because those programming languages are in demand
21,High Confidence,Best way to improve the confidence in learning programming languages is to keep grinding and don't think that you're the best in it. Because if you keep grinding you'll master it and you can use it flawlessly and if you think that you're the best on it you'll loose courage to go learn more
22,Low Confidence,I didn't tried it yet.
22,Low Confidence,I think I can do simple codes.
22,Low Confidence,I don't know if I can remember it.
22,Low Confidence,Not having personal laptop.
22,High Confidence,Learning these languages can open a lot of job opportunities. It will affect those opportunities and limit it.
22,High Confidence,"I think, the college should have different form of approach in teaching these specific languages. Should focus on two or just lesser programing languages that is really important."
23,Low Confidence,"If i were to rate my confidence in my skill in python programming out of 10, i would rate myself 6"
23,Low Confidence,I am not that confident when it comes to java programing let's say I'm about 5 out of 10
23,High Confidence,C programming is super similar to many programing languages so i would say i am a bit confident let's say 7 out of 10
23,Low Confidence,Talented peers and social standards
23,High Confidence,"It may or may not but Considering the goals i have, My confidence would not affect my future career "
23,High Confidence,"Self learning, building simple programs from scratch would help"
24,Low Confidence,Not taught yet
24,Low Confidence,Slightly knowledgeable
24,Low Confidence,Slightly knowledgeable
24,Low Confidence,Memorizing and struggling to Construct the code with just a sentence of how the output should be
24,High Confidence,"Once I gain confidence in my coding skills, it will open up more opportunities in my future career. It will give me the technical ability and self-assurance needed to pursue and succeed in roles within the Information Technology field"
24,Low Confidence,Re learning previous discussions since I do not excel in memorization
25,Low Confidence,"Not much, we don’t use python often. But I have the basic knowledge about it."
25,Low Confidence,"Not much, we don’t use JAVA often. But I have the basic knowledge about it."
25,Low Confidence,"Not much, we don’t use C often. But I have the basic knowledge about it."
25,Low Confidence,"I think lack of time to practice that programming language. Because in 3rd year there’s so much project to do that focuses on PHP, database, security, AI, and networking."
25,High Confidence,A lot because that 3 programming language you mentioned is very in demand nowadays
25,High Confidence,Practice and focus on that programming languages because it might help you in the long run
26,Low Confidence,"Basic, I can only do python programming with basic coding. Not confident enough to be a python pro."
26,Low Confidence,"Basic as well, since it's a pure back end, and I can only manage some basic java programming."
26,Low Confidence,"Not sure though, but well I experience it first time and it's a bit complicated just for me... So it will be like below basic let's say trainee skill."
26,Low Confidence,"They are complicated language, but well they are as well short coding that can make function work without embedding with the code at the front end. Well it's not that hard to learn this but for me, I'm more like designing than this so I am not suitable of using these type of programming language, it makes me uncomfortable but the outcome is amazing."
26,High Confidence,"It will impact my job hunting, since python is more common programming language used in the western countries, and use for strict security improvement. So focusing on python is recommended for IT Students if they want to work especially in abroad."
26,High Confidence,"Maybe more fun activities related to these, ehheheheh, because the thing that amazed us students is its outcome, not the process. If fun activities are given to students that will output like for example use python to make star or pyramid using only ""*"". "
27,Low Confidence,"I'm not really confident since we haven't gotten to Python yet, but maybe through advanced study, I'll gain more confidence."
27,Low Confidence,"We haven’t reached Java yet, so I’m not confident, but maybe through advanced study, I’ll gain more confidence."
27,Low Confidence,"I'm not very confident because, for me, C is one of the most difficult programming languages, so I'm having a hard time learning it."
27,Low Confidence,"When I suddenly have to code without reviewing or practicing beforehand, that's when I tend to get lower scores."
27,High Confidence,"When looking for a job in the IT industry, skills are the most sought-after by companies, whether local or international."
27,High Confidence,"Honestly, just put in the effort. Learning programming isn't just about logic or critical thinking, it takes hard work and persistence too."
28,Low Confidence,just now the basics
28,Low Confidence,just now the basics
28,Low Confidence,just now the basics
28,Low Confidence,tardiness
28,Low Confidence,i will go nowhere
28,High Confidence,self-discipline
29,Low Confidence,Barebones. terrible but can at least understand
29,High Confidence,fairly well
29,Low Confidence,never used it
29,Low Confidence,lack of elaboration
29,High Confidence,very much
29,Low Confidence,accessibility of learning materials. copies of lectures specifically
30,Low Confidence,Not sure
30,Low Confidence,Not sure
30,Low Confidence,Not sure
30,Low Confidence,Not making a project like calculator to become more critical thinking and logical thinking skills
30,Low Confidence,Not sure
30,High Confidence,"Making a coding projects like calculator, artificial intelligence to become more critical thinking and logical thinking skills"
31,Low Confidence,"I haven't learned that yet;
it's not been part yet of our curriculum"
31,Low Confidence,I haven't learned that yet
31,Low Confidence,"I have some basic familiarity with it, but I wouldn't say I'm confident yet"
31,Low Confidence,I struggled to grasp some concepts
31,High Confidence,I think my confidence in tackling problems might increases or decrease my value to potential employers
31,High Confidence,"Improve teaching?;
I think it's important to provide deeper explanations of the concepts behind the code we're given.  It's confusing when we're just given code to input and run, without understanding the logic behind it"
32,High Confidence,"I'm confident in my Python programming skills, I continuously practice and learn new concepts to improve and stay updated."
32,Low Confidence,N/A
32,High Confidence,"I’m still improving, but I can handle basic to intermediate tasks efficiently."
32,Low Confidence,"One challenge I faced was understanding  logic structures, especially when switching between languages like Python and C. Limited hands-on practice and real-world projects also affected my confidence at times"
32,High Confidence,Having confidence in these languages will help me take on more technical roles and projects with less hesitation. 
32,High Confidence,I suggest having more hands-on projects and real-world coding exercises to apply what I’ve learned
33,Low Confidence,I have average skill proficiency
33,Low Confidence,I have average skill proficiency
33,Low Confidence,I have not yet studied C
33,High Confidence,I implementation of algorithms to the specific programming language
33,High Confidence,It will greatly impact my future careers
33,High Confidence,Learning proper syntax and understand how the code works
34,Low Confidence,Not that confident
34,Low Confidence,Not that confident
34,Low Confidence,Not that confident
34,Low Confidence,My laziness🥰
34,Low Confidence,None
34,High Confidence,Time management skills
35,Low Confidence,I will say neutral
35,Low Confidence,"in the scale of 1-10, I'm 5"
35,Low Confidence,none
35,Low Confidence,the other students that brag
35,High Confidence,it can help me grow to learn other languages 
35,Low Confidence,none
36,Low Confidence,Not so much
36,Low Confidence,Not so much
36,Low Confidence,Heard of it but haven't explored the language
36,Low Confidence,Most of the time is too complicated for me
36,Low Confidence,"I’m still building my confidence with coding languages, but I think even having a basic understanding could help me in the future. I’m not an expert, but I’m trying to learn and improve."
36,High Confidence,I think hands-on practice would help me alot.
37,Low Confidence,Where not learning python at the moment
37,Low Confidence,We've not been able to teach properly in Java during our Computer Programming in first year
37,Low Confidence,Able to understand the basics
37,Low Confidence,Minor Subjects which causes distractions on focusing to our Major Subjects
37,High Confidence,It will help me to secure future job employment
37,High Confidence,Consistency and patience in learning
38,Low Confidence,"I’m not very confident in my Python programming skills, but I’m willing to learn and improve with practice."
38,Low Confidence,I’m slightly confident in my Java programming skills—I can manage some basic coding tasks
38,Low Confidence,none
38,Low Confidence,none
38,Low Confidence,none
38,High Confidence,practice regularly
39,Low Confidence,"I'm not that confident in my programming skills, but i can still code but not that much "
39,Low Confidence,"I'm not that confident in my programming skills, but i can still code but not that much"
39,Low Confidence,"I'm not that confident in my programming skills, but i can still code but not that much"
39,Low Confidence,"None, Just as I said im not good and im not bad in programming"
39,High Confidence,I think in applying a job
39,High Confidence,Just learn in every way you want and apply them in irl
40,High Confidence,"I’m comfortable with the basics of Python, but I’m still working on getting better."
40,High Confidence,"I'm also still learning, so I’d say I’m only confident with the basics of Java programming for now"
40,Low Confidence,"I have a basic understanding of C programming, but I’m still building my confidence with more advanced concepts."
40,Low Confidence,"Sometimes I struggle with making sense of challenging parts, which slows down my learning"
40,Low Confidence,"I'm not sure if my skills will be enough to impact my career just yet, but improving my confidence in these languages might help, though I’m uncertain about how much difference it will make"
40,High Confidence,"To boost my confidence and learning, I think practicing with projects, getting feedback from experienced coders, and setting small goals would really help me stay motivated and make progress"
41,Low Confidence,Not confident enough 
41,Low Confidence,Not confident either
41,Low Confidence,Average
41,Low Confidence,I don’t know how to manage my time between my personal and student life 
41,Low Confidence,Maybe it will make it harder for me to find jobs
41,High Confidence,Maybe a fun activities that you can gain more knowledge about the programming languages
42,Low Confidence,0%
42,Low Confidence,50%
42,Low Confidence,50%
42,Low Confidence,In coding coz im not good in that 
42,High Confidence,Learn more
42,High Confidence,I think watching videos related what do you want to programm
43,Low Confidence,i haven’t tried doing projects using python
43,Low Confidence,not confident
43,Low Confidence,not confident 
43,Low Confidence,i’m overwhelmed
43,Low Confidence,none
43,High Confidence,i think to have a deep learning and mastering the language
44,Low Confidence,"We haven't covered this programming language yet, and I hope we will be able to learn this in the next course. "
44,Low Confidence,Maybe just 50 percent. I only know the basics and some usage of operations .
44,Low Confidence,"I cannot say I am skilled, but it is the same with Java. I think it is a lil bit connected, so I am 50 percent confident with my skill in C programming too."
44,Low Confidence,Sometimes I get distracted and some code functions weren't taught properly.
44,Low Confidence,"It will impact me in a way that I will doubt myself about the decision I should make. Even if I became good enough, but not confident and passionate with what I am doing—I will always have stains of doubt."
44,High Confidence,"Make coding more fun and interesting. aside from making it interesting, i want it to be a torch that could ignite my confidence to learn and grow."
45,Low Confidence,JUST EXACT
45,Low Confidence,JUST EXACT
45,Low Confidence,JUST EXACT
45,Low Confidence,SLOW LEARNING
45,Low Confidence,N/A
45,High Confidence,STUDY HARD
46,Low Confidence,"Slightly confident, because of my knowledge is limited about that programming language. I only know is the basics"
46,High Confidence,"Very confident, because since first year we're using java in most of our subjects."
46,Low Confidence,"Not very confident, but i know the basics, self taught."
46,Low Confidence,"Different syntaxes, sometimes i mixed syntax of different prog-language"
46,Low Confidence,"Some in demand careers, uses the programming language im not very confident with. More likely hard to get jobs because of lack of deep knowledge of that prog-language"
46,High Confidence,"I suggest that, just keep learning. Watch random videos on yt about that programming language. And apply it create a simple program out of it"
47,High Confidence,"I am moderately confident in my Python programming skills. I can write basic programs and understand fundamental concepts, but I still have much to learn."
47,Low Confidence,"I have less confidence in my Java programming skills compared to Python. I understand the basics, but I haven't had as much practice."
47,Low Confidence,My confidence in C programming is low. I have limited experience with this language.
47,Low Confidence,The biggest challenge has been finding the time to practice consistently.  Balancing learning with other commitments has made it difficult to gain the fluency I would like.
47,High Confidence,My confidence level in these programming languages will directly influence the types of roles I can apply for and my success in interviews. Higher confidence will allow me to pursue more challenging opportunities
47,High Confidence,"To boost my confidence and learning, I would suggest creating a structured learning plan with dedicated practice time, focusing on consistent, smaller projects to build a portfolio, and actively seeking feedback from peers or mentors."
48,Low Confidence,I'm not that confident. I only know the basics.
48,Low Confidence,I'm not that confident. I only know the basics.
48,Low Confidence,I'm not that confident. I haven't tried making a source code for C
48,Low Confidence,Very less time in practical applications for these programming languages.
48,Low Confidence,It might affect my overall performance tasks on things that I need to do. And I'm concerned that it might go bad.
48,High Confidence,More practical applications of the programming languages. More seminars that teaches these programming languages.
49,Low Confidence,"I have a foundational understanding of Python, but my skills are limited to basic programming concepts."
49,Low Confidence,My java skill are at a moderate level .I'm comfortable with the basics but need more experience with advanced concepts
49,Low Confidence,I have no experience with C programming.
49,Low Confidence, When theres an error in my code once i debug affect my confidence
49,High Confidence," Greater confidence in programming languages leads to more successful project completion , more appealing job offers and career opportunities."
49,High Confidence,"More watching tutorials ,more practice and focused learning will boost my programming confidence."
50,Low Confidence,I only know basics in Python so I am not that confident but I can learn fast since it's easy to code/use.
50,High Confidence,I am very confident with my java skills because I've mastered it since 1st years.
50,Low Confidence,"Same with Python, I only know the basics with it."
50,Low Confidence,The challenges I faced is that the professors only thought the basics about these languages. You have to self study for you to improve.
50,High Confidence,"Confidence with these languages is important since your job is related to what you are learning right now. If you are not confident and always rely to others while studying these languages, you probably will not suit any work related to computer and stuff in the future"
50,High Confidence,I suggest students to self study and don't get lazy studying these courses.
